# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ATP8A	FBgn0259221	FBtr0299765	protein_coding	0	0	0	115	3	0	0	55	0	47	0	0	0	0	0	0	0	0	0	0	10
ATP8A	FBgn0259221	FBtr0303100	protein_coding	0	1	0	85	3	1	1	55	0	0	0	0	0	0	0	0	0	0	0	0	26
ATP8A	FBgn0259221	FBtr0306698	protein_coding	0	0	0	103	2	0	0	52	0	30	0	0	0	0	0	0	0	0	0	0	19
ATP8B	FBgn0037989	FBtr0300351	protein_coding	0	0	0	52	0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	16
ATP8B	FBgn0037989	FBtr0307015	protein_coding	0	0	0	122	0	0	2	31	0	43	0	0	0	0	0	0	0	0	0	0	46
ATP8B	FBgn0037989	FBtr0307016	protein_coding	0	0	0	52	0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	16
ATP8B	FBgn0037989	FBtr0339643	protein_coding	0	0	0	122	0	0	2	31	0	43	0	0	0	0	0	0	0	0	0	0	46
ATP8B	FBgn0037989	FBtr0339644	protein_coding	0	0	0	122	0	0	2	31	0	43	0	0	0	0	0	0	0	0	0	0	46
ATP8B	FBgn0037989	FBtr0339645	protein_coding	0	0	0	122	0	0	2	31	0	43	0	0	0	0	0	0	0	0	0	0	46
ATP8B	FBgn0037989	FBtr0339646	protein_coding	0	0	0	122	0	0	2	31	0	43	0	0	0	0	0	0	0	0	0	0	46
ATPCL	FBgn0020236	FBtr0300596	protein_coding	0	2	1	26	0	0	1	16	0	5	1	0	0	0	1	0	0	0	0	1	4
ATPCL	FBgn0020236	FBtr0300597	protein_coding	0	2	1	26	0	0	1	16	0	5	1	0	0	0	1	0	0	0	0	1	4
ATPCL	FBgn0020236	FBtr0300598	protein_coding	0	2	1	25	0	0	4	16	0	2	1	0	0	0	1	0	0	0	0	1	3
ATPCL	FBgn0020236	FBtr0340016	protein_coding	0	2	1	25	0	0	4	16	0	2	1	0	0	0	1	0	0	0	0	1	3
ATPsynB	FBgn0019644	FBtr0076405	protein_coding	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
ATPsynC	FBgn0039830	FBtr0085772	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
ATPsynC	FBgn0039830	FBtr0085773	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
ATPsynC	FBgn0039830	FBtr0085774	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
ATPsynC	FBgn0039830	FBtr0305121	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
ATPsynC	FBgn0039830	FBtr0305122	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
ATPsynC	FBgn0039830	FBtr0306237	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
ATPsynCF6	FBgn0016119	FBtr0084432	protein_coding	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ATPsynCF6	FBgn0016119	FBtr0305982	protein_coding	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ATPsynCF6	FBgn0016119	FBtr0333777	protein_coding	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ATPsynCF6L	FBgn0035585	FBtr0073372	protein_coding	0	0	1	132	0	0	0	67	0	0	1	0	0	0	0	0	0	0	0	0	65
ATPsynD	FBgn0016120	FBtr0083727	protein_coding	0	1	0	89	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	1	44
ATPsynD	FBgn0016120	FBtr0083728	protein_coding	0	1	0	89	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	1	44
ATPsynD	FBgn0016120	FBtr0346155	protein_coding	0	1	0	89	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	1	44
ATPsynE	FBgn0038224	FBtr0082931	protein_coding	0	0	0	41	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	15
ATPsynE	FBgn0038224	FBtr0082932	protein_coding	0	0	0	41	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	15
ATPsynE	FBgn0038224	FBtr0303795	protein_coding	0	0	0	41	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	15
ATPsynF	FBgn0035032	FBtr0072339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATPsynF	FBgn0035032	FBtr0072340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATPsynG	FBgn0010612	FBtr0080167	protein_coding	0	0	0	21	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3
ATPsynG	FBgn0010612	FBtr0110872	protein_coding	0	0	0	21	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3
ATPsynG	FBgn0010612	FBtr0305994	protein_coding	0	0	0	22	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3
ATPsynGL	FBgn0031941	FBtr0079481	protein_coding	0	1	0	17	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	10
ATPsynO	FBgn0016691	FBtr0083063	protein_coding	0	2	1	10	0	1	1	2	0	1	1	0	0	0	1	0	0	0	0	0	7
ATPsynbetaL	FBgn0036568	FBtr0075446	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ATPsyndelta	FBgn0028342	FBtr0071438	protein_coding	0	1	0	9	0	1	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0
ATPsyndelta	FBgn0028342	FBtr0332896	protein_coding	0	1	0	10	0	1	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0
ATPsyndelta	FBgn0028342	FBtr0343981	protein_coding	0	1	0	13	6	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0
ATPsynepsilonL	FBgn0051477	FBtr0082180	protein_coding	0	0	0	38	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	22
ATPsynepsilonL	FBgn0051477	FBtr0113408	protein_coding	0	0	0	38	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	22
ATPsynepsilonL	FBgn0051477	FBtr0333823	protein_coding	0	0	0	38	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	22
ATPsyngamma	FBgn0020235	FBtr0085539	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPsyngamma	FBgn0020235	FBtr0085540	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ATPsyngamma	FBgn0020235	FBtr0085541	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Aasdh	FBgn0027780	FBtr0089673	protein_coding	0	7	3	40	0	0	2	37	0	0	3	0	0	0	0	0	0	0	0	7	1
Aasdh	FBgn0027780	FBtr0340243	protein_coding	0	7	3	40	0	0	2	37	0	0	3	0	0	0	0	0	0	0	0	7	1
Aasdh	FBgn0027780	FBtr0340244	protein_coding	0	0	0	50	10	0	2	37	0	0	0	0	0	0	0	0	0	0	0	0	1
Aatf	FBgn0031851	FBtr0079299	protein_coding	0	3	0	15	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	12
Abd-B	FBgn0000015	FBtr0083381	protein_coding	0	0	0	300	1	0	5	36	0	200	0	0	0	0	0	0	0	0	0	0	58
Abd-B	FBgn0000015	FBtr0083382	protein_coding	0	0	0	249	1	0	7	36	0	191	0	0	0	0	0	0	0	0	0	0	14
Abd-B	FBgn0000015	FBtr0083383	protein_coding	0	2	0	137	1	2	10	36	0	74	0	0	0	0	0	0	0	0	0	0	16
Abd-B	FBgn0000015	FBtr0083384	protein_coding	0	0	0	68	1	0	2	36	0	0	0	0	0	0	0	0	0	0	0	0	29
Abd-B	FBgn0000015	FBtr0083385	protein_coding	0	0	0	342	5	0	12	38	0	273	0	0	0	0	0	0	0	0	0	0	14
Abd-B	FBgn0000015	FBtr0330709	protein_coding	0	2	0	137	1	2	10	36	0	74	0	0	0	0	0	0	0	0	0	0	16
Abd-B	FBgn0000015	FBtr0346764	protein_coding	0	2	0	137	1	2	10	36	0	74	0	0	0	0	0	0	0	0	0	0	16
Abd-B	FBgn0000015	FBtr0415463	protein_coding	0	0	0	74	5	0	2	38	0	0	0	0	0	0	0	0	0	0	0	0	29
Abd-B	FBgn0000015	FBtr0415464	protein_coding	0	2	0	143	5	2	10	38	0	74	0	0	0	0	0	0	0	0	0	0	16
Abd-B	FBgn0000015	FBtr0415465	protein_coding	0	8	0	324	1	8	63	36	0	200	0	0	0	0	0	0	0	0	0	0	24
Abi	FBgn0020510	FBtr0082910	protein_coding	0	0	2	44	4	0	4	22	0	6	2	0	0	0	0	0	0	0	0	0	8
Abi	FBgn0020510	FBtr0112896	protein_coding	0	0	2	44	4	0	2	22	0	4	2	0	0	0	0	0	0	0	0	0	12
Abi	FBgn0020510	FBtr0307076	protein_coding	0	0	2	44	4	0	0	22	0	10	2	0	0	0	0	0	0	0	0	0	8
Abi	FBgn0020510	FBtr0307077	protein_coding	0	0	2	44	4	0	4	22	0	6	2	0	0	0	0	0	0	0	0	0	8
Abi	FBgn0020510	FBtr0337096	protein_coding	0	0	2	44	4	0	4	22	0	6	2	0	0	0	0	0	0	0	0	0	8
Abi	FBgn0020510	FBtr0337097	protein_coding	0	0	2	44	4	0	0	22	0	10	2	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0075357	protein_coding	0	0	0	82	1	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0112790	protein_coding	0	0	1	81	1	0	0	0	0	72	1	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0330130	protein_coding	0	0	0	82	1	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0330131	protein_coding	0	0	1	81	1	0	0	0	0	72	1	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0330132	protein_coding	0	0	0	82	1	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0330133	protein_coding	0	0	1	81	1	0	0	0	0	72	1	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0330134	protein_coding	0	0	1	81	1	0	0	0	0	72	1	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0330135	protein_coding	0	0	0	82	1	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0330136	protein_coding	0	0	1	81	1	0	0	0	0	72	1	0	0	0	0	0	0	0	0	0	8
Abl	FBgn0000017	FBtr0345369	protein_coding	0	0	0	82	1	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	8
Abp1	FBgn0036372	FBtr0075819	protein_coding	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18
Ac13E	FBgn0022710	FBtr0074073	protein_coding	0	0	0	28	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	17
Ac13E	FBgn0022710	FBtr0100142	protein_coding	0	0	0	28	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	17
Ac13E	FBgn0022710	FBtr0332497	protein_coding	0	0	0	56	0	0	0	5	0	49	0	0	0	0	0	0	0	0	0	0	2
Ac3	FBgn0023416	FBtr0085897	protein_coding	0	1	4	16	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	1	10
Ac3	FBgn0023416	FBtr0100324	protein_coding	0	0	2	19	2	0	0	2	0	5	2	0	0	0	0	0	0	0	0	0	10
Ac76E	FBgn0004852	FBtr0074897	protein_coding	0	3	0	104	0	0	1	3	0	67	0	0	0	0	0	0	0	0	0	3	33
Ac76E	FBgn0004852	FBtr0304746	protein_coding	0	3	0	104	0	0	1	3	0	67	0	0	0	0	0	0	0	0	0	3	33
Ac78C	FBgn0024150	FBtr0301701	protein_coding	0	3	0	66	0	0	1	1	0	58	0	0	0	0	1	0	0	0	0	2	7
Ac78C	FBgn0024150	FBtr0305501	protein_coding	0	3	0	17	0	0	0	1	0	16	0	0	0	0	1	0	0	0	0	2	1
Ac78C	FBgn0024150	FBtr0330066	protein_coding	0	3	0	21	0	0	0	1	0	17	0	0	0	0	1	0	0	0	0	2	4
Ac78C	FBgn0024150	FBtr0330067	protein_coding	0	3	0	66	0	0	1	1	0	58	0	0	0	0	1	0	0	0	0	2	7
Ac78C	FBgn0024150	FBtr0333358	protein_coding	0	3	0	66	0	0	1	1	0	58	0	0	0	0	1	0	0	0	0	2	7
AcCoAS	FBgn0012034	FBtr0078413	protein_coding	0	0	0	41	4	0	0	2	0	27	0	0	0	0	0	0	0	0	0	0	8
AcCoAS	FBgn0012034	FBtr0078414	protein_coding	0	0	0	31	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	14
AcCoAS	FBgn0012034	FBtr0333126	protein_coding	0	0	0	39	0	0	0	4	0	27	0	0	0	0	0	0	0	0	0	0	8
Acam	FBgn0011273	FBtr0084904	protein_coding	0	0	0	54	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	30
Acam	FBgn0011273	FBtr0301963	protein_coding	0	1	0	58	0	1	10	24	0	0	0	0	0	0	0	0	0	0	0	0	24
Acbp1	FBgn0031992	FBtr0079640	protein_coding	0	0	0	43	0	0	1	5	0	2	0	0	0	0	0	0	0	0	0	0	35
Acbp1	FBgn0031992	FBtr0346463	protein_coding	0	0	0	43	0	0	1	5	0	2	0	0	0	0	0	0	0	0	0	0	35
Acbp2	FBgn0010387	FBtr0076915	protein_coding	0	0	0	66	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	1
Acbp2	FBgn0010387	FBtr0076916	protein_coding	0	0	0	66	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	1
Acbp3	FBgn0250836	FBtr0076914	protein_coding	0	0	0	43	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	1
Acbp3	FBgn0250836	FBtr0301218	protein_coding	0	0	0	43	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	1
Acbp4	FBgn0035742	FBtr0076925	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Acbp5	FBgn0035926	FBtr0076591	protein_coding	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
Acbp6	FBgn0035743	FBtr0076913	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Acbp6	FBgn0035743	FBtr0345590	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Ace	FBgn0000024	FBtr0082780	protein_coding	0	2	1	160	11	0	2	26	0	96	1	0	0	0	1	0	0	0	0	2	25
Ace	FBgn0000024	FBtr0300486	protein_coding	0	2	1	144	0	0	2	21	0	103	1	0	0	0	1	0	0	0	0	2	18
Ace	FBgn0000024	FBtr0335223	protein_coding	0	3	1	186	1	0	2	41	0	117	1	0	0	0	2	0	0	0	0	2	25
Acer	FBgn0016122	FBtr0079685	protein_coding	0	0	0	28	0	0	1	22	0	3	0	0	0	0	0	0	0	0	0	0	2
Acer	FBgn0016122	FBtr0333416	protein_coding	0	0	0	29	0	0	1	23	0	3	0	0	0	0	0	0	0	0	0	0	2
Acf	FBgn0027620	FBtr0085845	protein_coding	0	2	2	3	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	1
Achl	FBgn0033936	FBtr0087488	protein_coding	0	0	0	88	4	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	13
Achl	FBgn0033936	FBtr0345529	protein_coding	0	0	0	88	4	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	13
Ack	FBgn0028484	FBtr0073211	protein_coding	0	1	0	64	5	1	7	39	0	0	0	0	0	0	0	0	0	0	0	0	13
Ack-like	FBgn0263998	FBtr0330329	protein_coding	0	1	0	19	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	1	0
Ack-like	FBgn0263998	FBtr0330330	protein_coding	0	4	4	12	5	0	0	2	0	5	4	0	0	0	0	0	0	0	0	4	0
Ack-like	FBgn0263998	FBtr0330331	protein_coding	0	1	0	19	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	1	0
Ack-like	FBgn0263998	FBtr0330332	protein_coding	0	4	4	12	5	0	0	2	0	5	4	0	0	0	0	0	0	0	0	4	0
Acn	FBgn0263198	FBtr0081144	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
Acn	FBgn0263198	FBtr0081145	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
Acn	FBgn0263198	FBtr0336842	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
Acox57D-d	FBgn0034629	FBtr0071607	protein_coding	0	0	0	39	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	4
Acox57D-p	FBgn0034628	FBtr0071606	protein_coding	0	2	1	21	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2	16
Acox57D-p	FBgn0034628	FBtr0342891	protein_coding	0	2	1	13	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2	8
Acp1	FBgn0014454	FBtr0079500	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Acp24A4	FBgn0051779	FBtr0110767	protein_coding	0	0	0	17	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10
Acp24A4	FBgn0051779	FBtr0305673	protein_coding	0	0	0	20	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
Acp26Aa	FBgn0002855	FBtr0079155	protein_coding	0	0	0	59	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	40
Acp26Ab	FBgn0002856	FBtr0079156	protein_coding	0	0	0	50	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	31
Acp26Ab	FBgn0002856	FBtr0079157	protein_coding	0	0	0	50	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	31
Acp26Ab	FBgn0002856	FBtr0342618	protein_coding	0	0	0	50	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	31
Acp29AB	FBgn0015583	FBtr0079716	protein_coding	0	1	0	24	0	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0	3
Acp32CD	FBgn0023415	FBtr0080158	protein_coding	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp32CD	FBgn0023415	FBtr0344020	protein_coding	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp33A	FBgn0267327	FBtr0080270	protein_coding	0	0	1	156	0	0	0	97	0	0	1	0	0	0	0	0	0	0	0	0	59
Acp36DE	FBgn0011559	FBtr0081054	protein_coding	0	0	0	53	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	29
Acp36DE	FBgn0011559	FBtr0340581	protein_coding	0	0	0	53	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	29
Acp53C14a	FBgn0034152	FBtr0087082	protein_coding	0	4	0	45	2	0	0	35	0	0	0	0	0	0	0	0	0	0	0	4	8
Acp53C14a	FBgn0034152	FBtr0345494	protein_coding	0	4	0	50	3	0	0	39	0	0	0	0	0	0	0	0	0	0	0	4	8
Acp53C14b	FBgn0034153	FBtr0087081	protein_coding	0	0	0	39	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	8
Acp53C14b	FBgn0034153	FBtr0345493	protein_coding	0	0	0	41	0	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	8
Acp53C14c	FBgn0053530	FBtr0091496	protein_coding	0	0	0	51	0	0	1	32	0	0	0	0	0	0	0	0	0	0	0	0	18
Acp53C14c	FBgn0053530	FBtr0303024	protein_coding	0	0	0	51	0	0	1	32	0	0	0	0	0	0	0	0	0	0	0	0	18
Acp53Ea	FBgn0015584	FBtr0087080	protein_coding	0	0	0	51	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	20
Acp54A1	FBgn0083936	FBtr0110768	protein_coding	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	19
Acp62F	FBgn0020509	FBtr0072943	protein_coding	0	0	0	71	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	37
Acp63F	FBgn0015585	FBtr0073182	protein_coding	0	0	0	66	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	57
Acp63F	FBgn0015585	FBtr0346805	protein_coding	0	0	0	66	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	57
Acp65Aa	FBgn0020765	FBtr0077021	protein_coding	0	0	0	64	3	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	21
Acp76A	FBgn0015586	FBtr0075038	protein_coding	0	0	0	37	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	12
Acp76A	FBgn0015586	FBtr0308781	protein_coding	0	0	0	37	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	12
Acp95EF	FBgn0002863	FBtr0084561	protein_coding	0	0	1	21	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	14
Acp98AB	FBgn0263597	FBtr0310089	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Acph-1	FBgn0000032	FBtr0085609	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Acph-1	FBgn0000032	FBtr0085610	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Acsl	FBgn0263120	FBtr0088699	protein_coding	0	2	0	80	0	0	0	40	0	38	0	0	0	0	0	0	0	0	0	2	2
Acsl	FBgn0263120	FBtr0088700	protein_coding	0	2	0	80	0	0	0	40	0	38	0	0	0	0	0	0	0	0	0	2	2
Acsl	FBgn0263120	FBtr0088701	protein_coding	0	2	0	59	0	0	0	31	0	10	0	0	0	0	0	0	0	0	0	2	18
Acsl	FBgn0263120	FBtr0100426	protein_coding	0	2	0	80	0	0	0	40	0	38	0	0	0	0	0	0	0	0	0	2	2
Acsl	FBgn0263120	FBtr0100427	protein_coding	0	2	0	80	0	0	0	40	0	38	0	0	0	0	0	0	0	0	0	2	2
Acsl	FBgn0263120	FBtr0100428	protein_coding	0	2	0	78	0	0	0	40	0	28	0	0	0	0	0	0	0	0	0	2	10
Acsl	FBgn0263120	FBtr0100429	protein_coding	0	2	0	74	0	0	3	40	0	23	0	0	0	0	0	0	0	0	0	2	8
Acsl	FBgn0263120	FBtr0100430	protein_coding	0	2	0	74	0	0	3	40	0	23	0	0	0	0	0	0	0	0	0	2	8
Acsl	FBgn0263120	FBtr0100431	protein_coding	0	2	0	68	0	0	0	40	0	10	0	0	0	0	0	0	0	0	0	2	18
Acsl	FBgn0263120	FBtr0333001	protein_coding	0	2	0	59	0	0	1	31	0	12	0	0	0	0	0	0	0	0	0	2	15
Act42A	FBgn0000043	FBtr0086029	protein_coding	0	0	0	17	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	4
Act57B	FBgn0000044	FBtr0071519	protein_coding	0	1	0	113	12	0	0	57	0	7	0	0	0	0	0	0	0	0	0	1	37
Act5C	FBgn0000042	FBtr0070822	protein_coding	0	0	0	7	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2
Act5C	FBgn0000042	FBtr0070823	protein_coding	0	0	0	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
Act5C	FBgn0000042	FBtr0100662	protein_coding	0	0	0	7	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2
Act5C	FBgn0000042	FBtr0100663	protein_coding	0	0	0	7	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2
Act5C	FBgn0000042	FBtr0345894	protein_coding	0	0	0	7	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2
Act79B	FBgn0000045	FBtr0078478	protein_coding	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8
Act79B	FBgn0000045	FBtr0334090	protein_coding	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8
Act87E	FBgn0000046	FBtr0082785	protein_coding	0	2	1	36	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	2	24
Act87E	FBgn0000046	FBtr0082786	protein_coding	0	2	1	36	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	2	24
Act87E	FBgn0000046	FBtr0346242	protein_coding	0	2	1	36	2	0	0	10	0	0	1	0	0	0	0	0	0	0	0	2	24
Act88F	FBgn0000047	FBtr0083143	protein_coding	0	0	0	64	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	58
Actn	FBgn0000667	FBtr0070343	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
Actn	FBgn0000667	FBtr0070344	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
Actn	FBgn0000667	FBtr0070345	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
Actn	FBgn0000667	FBtr0303048	protein_coding	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5
Actn	FBgn0000667	FBtr0310657	protein_coding	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
Actn	FBgn0000667	FBtr0310658	protein_coding	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5
Actn	FBgn0000667	FBtr0310659	protein_coding	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5
Actn	FBgn0000667	FBtr0333801	protein_coding	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5
Actn	FBgn0000667	FBtr0333802	protein_coding	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5
Actn3	FBgn0015008	FBtr0083380	protein_coding	0	2	1	29	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	2	10
Acyp	FBgn0025115	FBtr0080555	protein_coding	0	0	0	52	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	19
Acyp	FBgn0025115	FBtr0343668	protein_coding	0	0	0	52	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	19
Acyp2	FBgn0038363	FBtr0083174	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
Acyp2	FBgn0038363	FBtr0334591	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
AdSL	FBgn0038467	FBtr0083373	protein_coding	0	0	0	10	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
